geneID,6-7 internode,7-8 internode,B73 Mature Pollen,Ear Primordium 2-4 mm,Ear Primordium 6-8 mm,Embryo 20 DAP,Embryo 38 DAP,Endosperm 12 DAP,Endosperm Crown 27 DAP,Female Spikelet Collected on day as silk,Germinatin Kernels 2 DAI,Leaf Zone 1 (Symmetrical),Leaf Zone 2 (Stomatal),Leaf Zone 3 (Growth),Mature Leaf 8,Pericarp/Aleurone 27 DAP,Primary Root 5 Days,Root - Cortex 5 Days,Root - Elongation Zone 5 Days,Root - Meristem Zone 5 Days,Secondary Root 7-8 Days,Silk,Vegetative Meristem 16-19 Day
Zm00001d000001,26965.87557,32317.18867,NA,1415.885645,814.7749164,NA,419.0191142,NA,23.88384717,2228.000097,384.5544989,16648.88666,7637.119135,4075.926477,810.8531638,280.0719611,368.7678056,987.0976912,228.9906856,159.7307455,91.32749612,41777.97884,20930.89197
Zm00001d000002,23.58523101,68.1809219,NA,9.543431783,15.15490775,67.06523195,7.491022022,675.7601207,1568.197336,7.27861888,NA,20.65360772,21.58271686,30.65117739,NA,123.4614048,NA,NA,NA,NA,NA,2.705307271,34.63414943
Zm00001d000005,21.74161633,13.02050309,NA,NA,28.93774693,NA,NA,NA,NA,NA,NA,NA,8.833164379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000009,NA,NA,NA,NA,NA,NA,NA,75.40022969,64.6533162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000021,203.3288767,233.4294899,43.28534916,NA,55.80967057,689.1090149,81.12166804,335.1444892,76.98435742,213.108728,105.3657563,251.0087634,75.73026392,58.22522041,NA,106.4311989,147.0786945,130.2101092,92.64591095,82.40396701,17.09424909,145.9949911,145.0311059
Zm00001d000023,19.80306343,NA,NA,12.02562928,10.45732971,NA,NA,NA,NA,NA,NA,12.59119686,10.58253534,21.44421025,NA,6.938183176,NA,NA,13.11699073,11.76628547,NA,NA,NA
Zm00001d000028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05764707,NA,NA,NA,NA,NA,NA,NA,15.3015423,18.02274929,NA,NA,NA
Zm00001d000030,349.5365653,718.6358686,NA,877.4982356,1158.903393,1227.840815,560.375926,938.556861,552.9997804,1050.073106,483.4316291,754.2375565,932.1540222,688.6767297,319.2289719,406.9497295,286.4541105,406.4381665,730.3448305,785.8765899,863.6502592,394.6926893,933.539374
Zm00001d000034,NA,NA,NA,NA,4.541147271,NA,NA,NA,NA,NA,NA,NA,NA,8.311729946,NA,NA,NA,NA,8.016576079,24.58822725,NA,NA,NA
Zm00001d000035,NA,55.33767691,NA,NA,40.15033724,76.84781971,NA,85.1332529,94.84808599,NA,59.30398684,33.83110734,41.40724481,56.93866273,74.40147396,52.17954332,NA,24.64077998,124.4597583,NA,NA,NA,NA
Zm00001d000038,NA,NA,NA,NA,NA,NA,NA,34.85626309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000039,18.48454961,14.04073109,NA,NA,NA,NA,NA,34.64010057,NA,35.54052311,NA,NA,3.754943116,28.91092116,NA,NA,NA,NA,NA,NA,NA,NA,14.63310006
Zm00001d000041,35.67515962,47.01788089,NA,110.9516085,117.2838218,NA,NA,NA,94.76244863,114.7593821,NA,NA,24.96656397,26.44152277,NA,204.9037834,NA,NA,NA,NA,NA,50.58657503,66.38744144
Zm00001d000045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.486813,NA,45.48743081,NA,NA,54.35438327,NA,NA,NA,NA,NA,NA,NA
Zm00001d000046,NA,NA,NA,39.65982586,NA,NA,NA,119.9414784,NA,NA,NA,24.45815659,68.55455613,99.26688859,NA,NA,NA,13.3580443,73.99337357,NA,NA,377.0832023,NA
Zm00001d000055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.51544284,NA,NA,NA,NA
Zm00001d000060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.177406,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000098,NA,58.50269407,466.9856422,30.27350278,30.97425171,52.50415407,26.31207957,60.29174686,52.68654016,NA,63.41523655,29.7364076,25.19491081,47.17652664,NA,46.49797102,108.6312321,30.09409272,63.89055397,NA,NA,32.35854591,76.35936176
Zm00001d000099,27.69754855,NA,NA,NA,NA,44.84823868,NA,NA,NA,28.78673024,NA,NA,84.17180468,23.92756347,NA,NA,NA,NA,21.91278961,NA,NA,NA,NA
Zm00001d000102,73.21144973,30.9392431,NA,250.8050483,89.15869077,219.3294726,70.84729302,135.3343446,NA,63.95742086,116.8018275,170.3586153,89.10693801,105.431324,NA,40.62444103,195.1136308,24.09049213,248.7398266,257.1051624,132.017392,NA,91.14999381
Zm00001d000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.95543672,52.82333931,NA,NA,40.49178842,NA,NA
Zm00001d000110,14.32916797,58.69395623,NA,58.21753552,44.82601909,32.00101215,NA,25.58164706,18.67448764,25.84878485,NA,35.23112981,38.02906667,31.23829515,NA,13.70229799,18.5270654,14.51665018,22.1610704,NA,33.22044644,NA,15.78115802
Zm00001d000116,62.17514768,94.59491331,NA,47.9166669,152.9901299,130.9565026,64.82636735,143.2685813,90.26636021,376.4146458,231.2373189,81.37709674,169.021375,179.5834058,267.4704663,193.1943117,456.9236093,508.8134487,132.7468495,74.60207023,449.6751711,666.9515638,23.39636174
Zm00001d000123,160.8504456,276.7467598,116.1171132,55.61619172,66.64296353,313.5399161,99.11782767,328.1052993,361.8090483,224.3674776,94.1531217,225.8317769,134.6098557,190.9006434,1334.754512,255.9663566,132.9082348,67.52662978,57.00189716,51.46096952,49.79795719,76.66318086,127.2778467
Zm00001d000124,NA,NA,NA,NA,NA,23.19274209,18.43795112,28.61099604,NA,NA,NA,NA,11.25762216,NA,NA,9.708129627,NA,NA,NA,NA,NA,NA,NA
Zm00001d000126,380.2945797,290.9235892,NA,252.7971778,198.7909006,194.5205382,117.5275313,268.4554997,135.5629473,316.7023018,108.7992814,102.7463167,57.12409979,75.61374208,215.3614947,109.8235543,293.62534,NA,94.06604977,113.0990291,124.7247063,66.62060506,210.1018656
Zm00001d000128,NA,NA,851.3233143,NA,NA,NA,302.6043132,NA,4158.210284,NA,289.4163458,NA,NA,NA,NA,2204.513728,NA,NA,NA,NA,NA,NA,NA
Zm00001d000133,NA,NA,446.3873005,NA,NA,1454.747394,489.5898345,105.2696228,71.61260045,NA,474.4810228,15.33619466,30.54802681,54.96851232,223.1166008,131.2937656,131.0915584,174.5107615,86.19239398,38.19247861,21.33307839,NA,NA
Zm00001d000137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72855289,NA,NA,NA,NA,NA,NA,NA
Zm00001d000153,537.6306408,645.2346905,283.6822887,265.4696881,469.8005577,506.6875018,134.7631886,272.9049719,233.4060738,567.3725376,117.1020104,432.4362942,614.5608666,543.9392494,448.9784155,127.4351488,511.1734883,352.4982958,502.9690535,763.1819146,498.5796569,349.7636593,1793.987173
Zm00001d000154,204.0485264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000160,NA,NA,62.99408281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.6873638,NA,NA,NA,NA,NA,NA,55.47713265,NA
Zm00001d000176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.50704983,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d000178,897.2345818,909.7779473,187.1990805,534.8380774,1002.306672,271.7774844,103.7418466,880.3127766,2230.838054,883.820252,155.5533638,377.3908111,655.7387589,752.7844523,130.1720385,997.99796,258.933123,545.1694125,327.2905845,219.9516336,472.9400959,1206.714642,810.8412634
Zm00001d000197,NA,NA,NA,NA,111.4097341,70.25243388,NA,NA,NA,NA,NA,66.61084405,90.28414044,36.64443409,NA,NA,NA,NA,NA,45.77632754,NA,NA,117.5945125
Zm00001d000199,NA,NA,NA,NA,20.0444758,NA,NA,NA,NA,NA,NA,NA,NA,14.09901357,17.20088863,20.69499589,NA,20.20422649,32.13562794,19.98357446,NA,9.259154454,NA
Zm00001d000204,NA,NA,45.27291724,NA,NA,99.28483082,NA,64.57334939,NA,NA,NA,NA,NA,NA,NA,9.144234572,NA,NA,NA,NA,NA,13.29930519,NA
Zm00001d000205,NA,NA,47.58608703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.03569926,NA,NA,NA
Zm00001d000213,NA,NA,NA,13.18298307,22.47585804,17.51121608,17.76559959,50.30970916,NA,NA,NA,22.72288112,11.80566797,17.78621643,NA,21.42078694,15.77276933,31.87251716,43.49171567,67.98606935,NA,NA,43.23947967
Zm00001d000222,318.5545278,503.316625,NA,260.1338793,226.3507796,301.603118,NA,NA,88.1975802,252.1463424,NA,116.4828576,26.47503798,84.36260759,65.29981062,180.624619,214.8599379,571.6495531,30.59979932,NA,98.65038311,815.50456,239.5717695
Zm00001d000230,76.87266378,NA,25.72602075,28.3711448,26.65478296,231.0627701,31.08793701,NA,NA,95.65582653,48.50985966,56.01944027,54.84935871,34.69092376,281.2265417,16.31138029,NA,NA,51.00514101,30.03791548,NA,NA,NA
Zm00001d000233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73239674,65.71467486,9.6928589,NA,8.284297835,NA,NA
Zm00001d000240,NA,271.0178344,NA,542.6503172,365.8461048,355.1000227,187.4227594,474.1504581,108.8535191,NA,NA,264.3131093,147.9526906,210.3421855,NA,113.0231989,215.9883907,143.7253124,334.9301307,312.2646603,185.8690643,NA,66.63771857
Zm00001d000241,NA,171.4566173,NA,194.8528438,176.3802832,143.127644,337.942777,140.2929504,65.6538041,NA,109.0325016,202.2499415,120.4207787,59.05983403,NA,302.8646197,184.4473464,70.13987804,436.970414,297.1930215,NA,NA,155.9675325
Zm00001d000302,223.0315017,401.7840815,514.8219126,638.7939681,593.8824672,166.192317,NA,583.1094584,140.5932801,104.5739044,89.32844302,255.7284118,126.9343168,105.5658122,228.0522388,29.43446086,56.96164421,85.01622257,43.15971695,NA,NA,26.93329014,189.3468788
Zm00001d001763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.27138594,NA,42.10376107,119.7837259,113.0172719,27.26745427,27.24404269,NA,92.63981786,NA
Zm00001d001765,113.2245197,157.907343,NA,105.4554809,116.7981747,168.5827361,99.5387634,101.1943873,NA,318.5521479,51.47808503,121.9468055,175.9304893,313.0920524,91.17242317,143.307157,108.2909279,242.688975,138.0923613,55.43716916,124.4112316,107.7168838,184.7200639
Zm00001d001766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001767,NA,NA,NA,NA,24.12577651,48.372897,NA,41.084978,NA,NA,NA,34.12631073,33.43849744,26.59395558,NA,NA,46.90717723,NA,39.29900571,59.15652908,18.25239604,NA,NA
Zm00001d001780,67.98182632,135.9589284,NA,48.07417439,55.90925563,64.6096325,23.32115389,48.51188133,NA,78.34626903,46.03222384,124.7320727,142.5341816,152.6524184,23.6919017,19.24215713,115.7143617,92.47544303,96.182242,30.42224457,160.9936359,31.95316,123.5784199
Zm00001d001781,NA,48.19019002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6167858,NA,NA,NA,NA,NA,NA,NA
Zm00001d001784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.46095052,NA,NA,NA,34.27346019,45.50599363,NA,NA,NA,NA,NA,NA,NA
Zm00001d001785,303.0708028,426.4288024,NA,434.3211293,738.8395659,941.4053181,488.0562213,583.7286797,138.7033497,547.9602586,154.5826568,786.5741862,529.9313794,345.0324773,NA,88.64920935,88.25142485,46.82342162,303.6769836,346.6908314,50.63492113,73.32227374,1091.118666
Zm00001d001787,84.119961,208.0875328,NA,1439.446415,1412.669583,434.0543854,89.52529287,150.1025434,NA,815.3889192,40.66139692,950.8351419,939.9997084,460.8865716,194.5281381,43.01298599,275.2241585,180.2974694,404.5767796,214.9572728,275.2517071,162.4691689,471.0190544
Zm00001d001788,751.7283923,888.9423261,140.8655373,284.3361377,349.7287061,827.2858254,367.5951346,261.9117488,206.2047766,263.0994593,535.7282874,317.5850151,189.9083599,110.1221501,418.2167705,793.4896556,169.0353892,55.86782061,149.8581298,106.2204224,82.0184113,195.8829749,1049.318215
Zm00001d001789,253.201789,278.961883,708.182413,242.578414,154.986941,253.0835981,101.1091389,321.9755028,458.4273761,298.1023109,158.1968248,263.1488623,448.7655989,500.4148701,119.0273618,344.1609046,1482.126626,1363.198166,1447.97504,2062.059971,1518.29386,537.583501,226.421565
Zm00001d001790,67.25555205,114.706477,80.78597979,74.83754414,99.80371025,86.31112086,NA,56.77667548,NA,50.14148714,NA,125.3094276,135.1171244,61.472808,NA,56.01760841,35.18038293,73.33733281,35.0359279,30.15380354,NA,14.82970266,242.9849565
Zm00001d001791,76.87804893,34.06341445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.042172214,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001798,NA,52.71715884,48.59761725,NA,13.60959685,247.8240915,39.16456063,77.88882593,106.9029014,68.07255023,17.91207682,95.29732964,56.45507936,127.4261598,NA,15.87121543,89.92035084,26.00010431,88.95427709,102.0126078,39.05681416,33.36683099,32.70990267
Zm00001d001799,225.1062737,261.143758,NA,301.7496867,278.1175695,318.7309395,NA,418.2002379,NA,142.0708846,86.39942937,550.877832,1233.06222,622.8889982,NA,NA,78.02443057,NA,166.8831622,164.4419988,NA,35.76575348,396.6920097
Zm00001d001802,611.7615742,1023.954715,354.0496939,515.8981633,533.2089462,208.6471425,NA,NA,179.2750814,1795.051918,NA,843.612612,675.6546761,356.2796118,46.12133655,725.4660781,165.2585383,NA,NA,NA,NA,320.2634673,1428.733964
Zm00001d001803,94.80340794,83.03871628,NA,94.23977601,52.83393916,87.36699548,18.00421755,158.8588463,NA,40.62668027,NA,83.52064246,76.64403014,88.24241787,NA,18.1171152,23.95215219,12.10750398,76.44111362,26.52874836,18.17111354,37.97575512,32.91413483
Zm00001d001804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.778818475,NA,NA,NA,NA,NA,NA,NA
Zm00001d001807,NA,NA,476.9106851,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.55699879,NA,46.61764738,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001808,150.0259351,189.8338071,NA,133.5597153,51.67444494,114.3970659,27.20167216,158.0281745,31.75878159,51.16473266,67.07052632,124.2159526,237.0537342,51.1654129,13.55046583,19.9642336,128.2459092,12.34387608,215.6125335,429.1514193,58.43934178,15.60743025,91.4172257
Zm00001d001809,101.8219065,89.3215806,NA,18.73069381,18.65345787,90.07757673,NA,171.3065301,NA,71.78073657,39.12662172,42.97251423,28.1593349,12.07251445,NA,32.98628361,27.73183024,NA,57.23999438,70.90290993,28.40495576,19.94099009,NA
Zm00001d001811,NA,NA,NA,NA,NA,NA,NA,NA,138.4209115,NA,NA,NA,NA,NA,NA,78.75338294,NA,NA,NA,NA,NA,NA,NA
Zm00001d001812,114.5160443,106.264874,NA,73.45458828,58.42192652,NA,27.08417034,NA,NA,46.61355247,82.20012343,180.7223125,62.54989195,39.57913486,856.2661666,NA,NA,NA,NA,NA,NA,101.3344853,69.25280586
Zm00001d001813,105.8907084,NA,NA,NA,35.9377176,NA,NA,NA,NA,27.24691474,NA,16.48788681,14.340394,14.21799587,NA,34.78509606,NA,27.80757372,NA,NA,NA,NA,NA
Zm00001d001814,3347.93316,2078.612719,109.1787172,1294.621389,1437.200836,1628.773243,1373.747718,2483.478241,1634.47332,1287.455965,2432.610765,967.0641587,1308.45306,1243.74434,385.2816103,1342.148976,1876.104813,845.1814915,986.0174712,1131.470457,584.6825456,654.1427106,1889.137727
Zm00001d001820,1330.488819,1130.940491,NA,NA,112.8856084,NA,NA,NA,NA,577.0860573,54.03149545,604.3349816,1486.33666,5279.364842,208.6580365,NA,NA,127.5450009,38.49930541,NA,NA,3410.189497,158.429732
Zm00001d001828,25.61931059,24.97717687,NA,33.74571915,14.48150023,59.02329088,13.47106468,16.99695432,NA,13.06398932,NA,20.52832714,12.59758415,20.62864753,NA,17.60119505,11.95996762,19.44819661,9.827637701,14.8605611,NA,NA,16.76587543
Zm00001d001830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.69740419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001831,564.1371881,745.9683252,728.8799437,441.9857465,525.5697596,1818.067878,961.9530419,308.0893561,410.9697772,550.5917186,681.5811095,343.9124764,378.4820698,466.0540417,123.7033745,304.2804611,742.8084631,750.2236526,797.7327431,620.8712093,506.49924,1220.417415,279.2274913
Zm00001d001832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.97623193,NA,NA,NA,NA,NA
Zm00001d001834,119.9923661,58.36175462,NA,51.08005864,52.40133595,89.55760643,NA,54.67590714,49.78472622,161.8141234,21.06638361,24.41154498,39.80565281,68.38441399,NA,133.488212,34.69722185,34.13351141,36.77802402,NA,46.71151543,83.90808628,221.5481813
Zm00001d001837,114.4258055,80.00105528,NA,58.23750578,36.01758948,124.8937534,104.3333454,NA,NA,181.6672963,27.65522619,80.1898011,96.28745075,148.3473257,NA,56.38792102,58.27861414,37.35148555,29.91949038,NA,NA,NA,247.9851322
Zm00001d001839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.69345138,NA,NA,NA,340.2005316,NA,29.40408315,NA,NA,NA,NA
Zm00001d001843,181.3131311,218.5749292,221.7287113,113.4933285,165.1550937,272.613299,252.3307777,187.0164413,502.2601945,260.0648772,218.8005011,185.3571933,154.8534782,272.5570342,2370.783429,133.9027922,89.92646236,132.786039,98.54565271,109.1089543,199.259514,NA,162.4425056
Zm00001d001844,NA,13.70726373,NA,NA,NA,NA,NA,NA,16.20505027,NA,NA,NA,11.39336483,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97932614
Zm00001d001847,NA,NA,NA,30.38711869,26.15168226,30.15982706,NA,51.66838454,NA,NA,20.05173213,55.03494148,19.32263441,37.74491519,16.90179405,NA,NA,NA,28.59468379,21.16931567,NA,NA,38.76416261
Zm00001d001848,NA,NA,NA,7.33247363,3.747512229,NA,NA,NA,NA,NA,1.731731431,1.683267532,3.525134547,3.487066224,NA,NA,2.930385832,4.116706285,3.087044683,1.956929345,4.140736345,NA,3.068628211
Zm00001d001849,NA,NA,NA,NA,NA,83.25927247,23.10427318,NA,101.567717,69.33126969,NA,16.85470636,NA,NA,66.60008576,306.9837279,67.53684507,23.86367071,NA,NA,NA,NA,NA
Zm00001d001857,354.1220222,199.115357,NA,NA,29.04847134,NA,NA,NA,NA,137.3157507,NA,304.8920115,513.1150479,445.3179954,15274.38802,NA,NA,NA,NA,NA,NA,1243.94198,88.72309847
Zm00001d001858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.62367108,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001859,69.46555519,30.79369054,77.69539096,17.4756592,22.02931202,47.6331694,31.72028979,59.77857847,NA,44.09805996,47.1369391,NA,31.93519346,11.66783005,13.09594287,62.50332649,66.77424859,32.80702075,63.62725212,43.04363491,55.61583721,19.06702316,87.32814415
Zm00001d001860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.7860942,NA,NA,NA,NA,NA,NA,12.03995662,NA
Zm00001d001862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91347822,NA,NA,NA,NA,NA,NA,NA
Zm00001d001864,NA,NA,NA,55.75935914,126.4688559,61.73003274,NA,93.26781441,NA,NA,NA,53.01649002,28.99555463,28.56050892,NA,NA,NA,NA,NA,NA,NA,NA,22.25110687
Zm00001d001868,NA,NA,81.01846089,NA,NA,NA,NA,NA,108.4566742,NA,NA,NA,NA,NA,NA,44.63428577,59.2592746,89.94875974,NA,NA,NA,20.61077319,NA
Zm00001d001870,272.7108074,192.1786862,291.4426655,550.5202541,226.5515285,280.8740039,113.5360037,355.644641,258.2838883,284.2560029,250.3009924,295.9262369,221.2783297,228.0014757,140.9673338,256.5058329,209.7246347,235.0209476,233.9907803,236.2143759,198.0962248,62.65992455,472.4399919
Zm00001d001879,626.774405,1111.115185,NA,118.2193299,510.2918245,NA,73.67424743,NA,NA,496.6230527,NA,606.8174512,260.7984486,223.1337665,NA,NA,167.4021593,NA,NA,185.1345873,NA,NA,590.1980814
Zm00001d001881,108.3169734,108.6142138,115.5316535,81.2248637,72.830859,161.2216937,480.7334616,161.460101,258.8942974,119.570908,397.6709015,57.28614212,66.3950378,89.10408351,613.034159,709.1390992,343.5588359,172.5172231,189.6942886,229.3677076,113.0671795,158.3976232,118.2702186
Zm00001d001882,243.0573596,393.5868806,136.7308106,300.8299423,269.6275197,499.7975121,223.0410356,944.3549102,1019.034614,290.5629529,176.6729294,357.1858822,275.0007331,310.0656404,162.9554905,541.5647108,252.6093835,258.3500317,608.8147657,835.5024213,368.3433395,41.12435001,330.230254
Zm00001d001884,209.4502367,347.700436,NA,368.7283839,575.7364697,197.9973314,NA,67.79228111,39.77259426,273.0372779,63.67137557,323.8860904,176.6641728,130.0326476,8.831627149,24.53652622,116.2565735,132.3054311,40.79606722,NA,NA,60.04784859,418.5527395
Zm00001d001894,57.86679435,71.57226725,NA,79.96531153,146.4153416,NA,NA,NA,NA,98.36510943,NA,109.8539983,24.23565243,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.1670658
Zm00001d001895,232.7568264,335.8480392,129.0919562,524.5462428,487.760358,288.2020099,191.8786593,521.2223082,464.3298358,501.0081768,656.3196511,860.004087,533.2453802,572.0214643,35.02667515,469.9348483,207.0981592,505.9495217,311.7708268,223.2296364,311.5532069,231.2939365,430.1431272
Zm00001d001896,162.5543566,28.5333797,NA,NA,99.08175,62.71987378,NA,93.0296212,83.92614666,130.0879192,NA,68.9262234,45.52873063,49.11854119,NA,31.64450222,102.9952753,56.29065488,115.1325448,41.30160488,NA,51.67134342,111.9100565
Zm00001d001897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.89624178,NA,NA,NA,NA,46.76106524,29.73024178,NA,NA,NA
Zm00001d001898,68.54445334,68.38498994,60.17091087,39.35947067,72.38567031,97.48292241,22.8702223,70.39224355,NA,45.79211558,NA,37.38594827,78.53165614,112.4450284,NA,91.98399902,62.37386811,92.07758874,22.81340073,35.41605109,41.48138858,54.91976434,67.33141056
Zm00001d001899,NA,NA,NA,NA,560.6984649,1230.15779,30301.58569,2434.259929,4134.225569,NA,2237.237402,1424.033501,2078.204821,2387.364359,NA,3393.651372,4979.093053,2051.372843,2524.315988,2841.190084,5375.140082,59.59321145,NA
Zm00001d001900,87.97256675,188.2122017,21.5277535,682.8998178,105.2093233,27.77797386,954.2233271,103.5295177,188.4737173,455.1442723,465.8838953,65.34700451,52.27928259,NA,NA,982.514485,NA,1867.778353,NA,109.2071741,NA,410.3127565,84.79974414
Zm00001d001901,NA,77.21524247,120.4445517,NA,NA,90.7632111,NA,129.0279541,NA,NA,NA,40.09490055,33.24305132,54.92883831,NA,NA,63.16694666,NA,NA,187.3190826,NA,18.4247821,68.49189325
Zm00001d001902,NA,NA,208.3822851,NA,NA,NA,NA,154.1640381,72.61424867,NA,NA,NA,NA,NA,NA,42.27198708,NA,NA,NA,NA,NA,NA,NA
Zm00001d001903,86.70084137,77.14797517,222.1927924,NA,105.0694836,138.2370787,89.50093733,199.0651258,84.42735078,212.2313633,62.22425892,97.64749325,65.37588059,103.3553406,80.31085258,60.08873795,330.1186199,32.33253904,125.7695799,259.6369377,116.6519155,102.6781826,209.4689959
Zm00001d001905,NA,NA,225.1342309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001906,NA,NA,225.1342309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.13999876,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001913,NA,147.826664,NA,NA,106.7232901,NA,NA,NA,230.191334,NA,NA,562.3278143,1298.812023,3338.422897,NA,285.0812692,1597.349609,NA,NA,NA,NA,NA,NA
Zm00001d001915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.78990152,NA,20.76834625,NA,NA,NA,NA,NA
Zm00001d001916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d001928,NA,18.50959921,NA,20.61739243,19.04339145,NA,NA,NA,NA,11.41184158,NA,44.27392435,15.53110134,23.88748997,NA,NA,NA,NA,NA,15.96417433,NA,NA,19.92883993
Zm00001d001929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.3974001,614.1592824,726.009698,NA,NA,NA,NA,1312.220653,NA,NA,NA,NA
Zm00001d001932,379.6463549,73.17172665,NA,175.9200751,211.0320829,522.0074659,118.5363585,NA,NA,NA,176.844317,216.7955149,180.493981,250.5836646,1427.294134,23.95228902,70.15981006,91.20391709,131.7774964,NA,NA,165.4491913,NA
Zm00001d001933,1040.065615,1342.17522,76.53499674,812.6364551,1838.876386,810.1528191,839.8473714,821.9635521,598.1960577,739.4022522,313.5122575,667.9796241,747.9275599,714.1276854,324.8666219,901.4481818,1457.464888,490.8975617,730.7357976,1119.071144,724.1954615,246.0695525,2062.385988
Zm00001d001935,781.290428,1096.269495,329.6491552,1236.716706,1279.055569,1121.536792,405.3710527,2069.942263,1809.682536,1005.792072,449.7148096,1748.967434,1675.920378,1599.836954,302.7421485,1311.355788,1166.421599,1125.005655,2018.024526,2595.078297,1198.406598,1134.458887,1055.486295
Zm00001d001937,112.8170087,195.3784652,NA,439.2558406,261.2859986,172.9594153,62.93047698,75.01761385,75.66304038,115.3891291,21.22377824,250.2517939,245.544485,292.9399701,55.73561953,66.25938277,48.91996189,60.26974992,94.03622742,188.6203753,80.52388758,NA,142.0382527
Zm00001d001939,286.0676594,666.2281332,83.24064689,1848.487179,2611.244446,590.9258567,99.45257912,275.8148538,117.5769969,1225.559019,697.7520833,1757.453204,2654.890693,1721.212478,47.32692382,110.8623139,68.63614816,72.25128621,72.181416,305.7028432,96.98524683,403.7171813,192.4472649
